State,District,Crop,Season,Area,Production,Yield
Madhya Pradesh,Bhind,Cereals,Total,2.27,7.41,3267
Madhya Pradesh,Bhind,Tur,Kharif,0,0,1168
Madhya Pradesh,Bhind,Tur,Total,0,0,1168
Madhya Pradesh,Bhind,Gram,Rabi,0.07,0.1,1486
Madhya Pradesh,Bhind,Gram,Total,0.07,0.1,1486
Madhya Pradesh,Bhind,Urad,Kharif,0,0,440
Madhya Pradesh,Bhind,Urad,Summer,0,0,800
Madhya Pradesh,Bhind,Urad,Total,0,0,561
Madhya Pradesh,Bhind,Moong,Kharif,0.01,0.01,610
Madhya Pradesh,Bhind,Moong,Summer,0.11,0.12,1160
Madhya Pradesh,Bhind,Moong,Total,0.12,0.13,1113
Madhya Pradesh,Bhind,Lentil,Rabi,0.01,0.01,988
Madhya Pradesh,Bhind,Lentil,Total,0.01,0.01,988
Madhya Pradesh,Bhind,Other Pulses,Rabi,0.03,0.04,1306
Madhya Pradesh,Bhind,Other Pulses,Total,0.03,0.04,1306
Madhya Pradesh,Bhind,Total Pulses,Total,0.23,0.28,1234
Madhya Pradesh,Bhind,Total Food Grains,Kharif,1.1,3.03,2743
Madhya Pradesh,Bhind,Total Food Grains,Rabi,1.28,4.54,3534
Madhya Pradesh,Bhind,Total Food Grains,Summer,0.11,0.13,1164
Madhya Pradesh,Bhind,Total Food Grains,Total,2.5,7.69,3081
Madhya Pradesh,Bhopal,Rice,Kharif,0.31,0.8,2563
Madhya Pradesh,Bhopal,Rice,Total,0.31,0.8,2563
Madhya Pradesh,Bhopal,Wheat,Rabi,1.15,3.6,3135
Madhya Pradesh,Bhopal,Wheat,Total,1.15,3.6,3135
Madhya Pradesh,Bhopal,Maize,Kharif,0.01,0.03,2320
Madhya Pradesh,Bhopal,Maize,Rabi,0,0,2727
Madhya Pradesh,Bhopal,Maize,Summer,0,0,4443
Madhya Pradesh,Bhopal,Maize,Total,0.01,0.03,2368
Madhya Pradesh,Bhopal,Jowar,Kharif,0,0,1692
Madhya Pradesh,Bhopal,Jowar,Total,0,0,1692
Madhya Pradesh,Bhopal,Bajra,Kharif,0,0,1931
Madhya Pradesh,Bhopal,Bajra,Total,0,0,1931
Madhya Pradesh,Bhopal,Shree Anna /Nutri Cereals,Kharif,0,0,1806
Madhya Pradesh,Bhopal,Shree Anna /Nutri Cereals,Total,0,0,1806
Madhya Pradesh,Bhopal,Nutri/Coarse Cereals,Kharif,0.01,0.03,2297
Madhya Pradesh,Bhopal,Nutri/Coarse Cereals,Rabi,0,0,2727
Madhya Pradesh,Bhopal,Nutri/Coarse Cereals,Summer,0,0,4443
Madhya Pradesh,Bhopal,Nutri/Coarse Cereals,Total,0.01,0.03,2342
Madhya Pradesh,Bhopal,Cereals,Kharif,0.33,0.83,2552
Madhya Pradesh,Bhopal,Cereals,Rabi,1.15,3.6,3135
Madhya Pradesh,Bhopal,Cereals,Summer,0,0,4443
Madhya Pradesh,Bhopal,Cereals,Total,1.47,4.43,3006
Madhya Pradesh,Bhopal,Tur,Kharif,0,0,971
Madhya Pradesh,Bhopal,Tur,Total,0,0,971
Madhya Pradesh,Bhopal,Gram,Rabi,0.02,0.02,1248
Madhya Pradesh,Bhopal,Gram,Total,0.02,0.02,1248
Madhya Pradesh,Bhopal,Urad,Kharif,0,0,419
Madhya Pradesh,Bhopal,Urad,Summer,0,0,0
Madhya Pradesh,Bhopal,Urad,Total,0,0,248
Madhya Pradesh,Bhopal,Moong,Kharif,0,0,362
Madhya Pradesh,Bhopal,Moong,Summer,0.07,0.08,1220
Madhya Pradesh,Bhopal,Moong,Total,0.07,0.08,1213
Madhya Pradesh,Bhopal,Lentil,Rabi,0,0,1020
Madhya Pradesh,Bhopal,Lentil,Total,0,0,1020
Madhya Pradesh,Bhopal,Other Pulses,Rabi,0,0,673
Madhya Pradesh,Bhopal,Other Pulses,Total,0,0,673
Madhya Pradesh,Bhopal,Total Pulses,Total,0.09,0.1,1211
Madhya Pradesh,Bhopal,Total Food Grains,Kharif,0.33,0.83,2545
Madhya Pradesh,Bhopal,Total Food Grains,Rabi,1.17,3.62,3104
Madhya Pradesh,Bhopal,Total Food Grains,Summer,0.07,0.08,1229
Madhya Pradesh,Bhopal,Total Food Grains,Total,1.56,4.54,2907
Madhya Pradesh,Burhanpur,Rice,Kharif,0.01,0.01,1266
Madhya Pradesh,Burhanpur,Rice,Total,0.01,0.01,1266
Madhya Pradesh,Burhanpur,Wheat,Rabi,0.1,0.25,2562
Madhya Pradesh,Burhanpur,Wheat,Total,0.1,0.25,2562
Madhya Pradesh,Burhanpur,Maize,Kharif,0.19,0.54,2853
Madhya Pradesh,Burhanpur,Maize,Rabi,0.19,0.82,4277
Madhya Pradesh,Burhanpur,Maize,Summer,0,0,5665
Madhya Pradesh,Burhanpur,Maize,Total,0.38,1.37,3569
Madhya Pradesh,Burhanpur,Jowar,Kharif,0.01,0.03,2934
Madhya Pradesh,Burhanpur,Jowar,Total,0.01,0.03,2934
Madhya Pradesh,Burhanpur,Bajra,Kharif,0,0,1200
Madhya Pradesh,Burhanpur,Bajra,Total,0,0,1200
Madhya Pradesh,Burhanpur,Small Millets,Kharif,0,0,640
Madhya Pradesh,Burhanpur,Small Millets,Total,0,0,640
Madhya Pradesh,Burhanpur,Shree Anna /Nutri Cereals,Kharif,0.01,0.03,2890
Madhya Pradesh,Burhanpur,Shree Anna /Nutri Cereals,Total,0.01,0.03,2890
Madhya Pradesh,Burhanpur,Nutri/Coarse Cereals,Kharif,0.2,0.57,2854
Madhya Pradesh,Burhanpur,Nutri/Coarse Cereals,Rabi,0.19,0.82,4277
Madhya Pradesh,Burhanpur,Nutri/Coarse Cereals,Summer,0,0,5665
Madhya Pradesh,Burhanpur,Nutri/Coarse Cereals,Total,0.39,1.39,3554
Madhya Pradesh,Burhanpur,Cereals,Kharif,0.21,0.58,2786
Madhya Pradesh,Burhanpur,Cereals,Rabi,0.29,1.07,3695
Madhya Pradesh,Burhanpur,Cereals,Summer,0,0,5665
Madhya Pradesh,Burhanpur,Cereals,Total,0.5,1.66,3316
Madhya Pradesh,Burhanpur,Tur,Kharif,0.04,0.04,951
Madhya Pradesh,Burhanpur,Tur,Total,0.04,0.04,951
Madhya Pradesh,Burhanpur,Gram,Rabi,0.13,0.21,1689
Madhya Pradesh,Burhanpur,Gram,Total,0.13,0.21,1689
Madhya Pradesh,Burhanpur,Urad,Kharif,0,0,554
Madhya Pradesh,Burhanpur,Urad,Summer,0,0,710
Madhya Pradesh,Burhanpur,Urad,Total,0,0,554
Madhya Pradesh,Burhanpur,Moong,Kharif,0,0,665
Madhya Pradesh,Burhanpur,Moong,Summer,0.02,0.02,1074
Madhya Pradesh,Burhanpur,Moong,Total,0.02,0.02,1055
Madhya Pradesh,Burhanpur,Total Pulses,Total,0.19,0.28,1449
Madhya Pradesh,Burhanpur,Total Food Grains,Kharif,0.25,0.62,2458
Madhya Pradesh,Burhanpur,Total Food Grains,Rabi,0.42,1.29,3085
Madhya Pradesh,Burhanpur,Total Food Grains,Summer,0.02,0.02,1108
Madhya Pradesh,Burhanpur,Total Food Grains,Total,0.69,1.93,2799
Madhya Pradesh,Chhatarpur,Rice,Kharif,0.04,0.06,1346
Madhya Pradesh,Chhatarpur,Rice,Total,0.04,0.06,1346
Madhya Pradesh,Chhatarpur,Wheat,Rabi,2.52,6.3,2503
Madhya Pradesh,Chhatarpur,Wheat,Total,2.52,6.3,2503
Madhya Pradesh,Chhatarpur,Maize,Kharif,0.01,0.02,1447
Madhya Pradesh,Chhatarpur,Maize,Rabi,0,0,3121
Madhya Pradesh,Chhatarpur,Maize,Summer,0,0,4469
Madhya Pradesh,Chhatarpur,Maize,Total,0.01,0.02,1585
Madhya Pradesh,Chhatarpur,Barley,Rabi,0.1,0.17,1772
Madhya Pradesh,Chhatarpur,Barley,Total,0.1,0.17,1772
Madhya Pradesh,Chhatarpur,Jowar,Kharif,0.03,0.05,1650
Madhya Pradesh,Chhatarpur,Jowar,Total,0.03,0.05,1650
Madhya Pradesh,Chhatarpur,Bajra,Kharif,0,0,967
Madhya Pradesh,Chhatarpur,Bajra,Total,0,0,967
Madhya Pradesh,Chhatarpur,Small Millets,Kharif,0,0,778
Madhya Pradesh,Chhatarpur,Small Millets,Total,0,0,778
Madhya Pradesh,Chhatarpur,Shree Anna /Nutri Cereals,Kharif,0.03,0.05,1611
Madhya Pradesh,Chhatarpur,Shree Anna /Nutri Cereals,Total,0.03,0.05,1611
Madhya Pradesh,Chhatarpur,Nutri/Coarse Cereals,Kharif,0.05,0.07,1562
Madhya Pradesh,Chhatarpur,Nutri/Coarse Cereals,Rabi,0.1,0.17,1782
Madhya Pradesh,Chhatarpur,Nutri/Coarse Cereals,Summer,0,0,4469
Madhya Pradesh,Chhatarpur,Nutri/Coarse Cereals,Total,0.14,0.24,1717
Madhya Pradesh,Chhatarpur,Cereals,Kharif,0.09,0.13,1456
Madhya Pradesh,Chhatarpur,Cereals,Rabi,2.61,6.47,2477
Madhya Pradesh,Chhatarpur,Cereals,Summer,0,0,4469
Madhya Pradesh,Chhatarpur,Cereals,Total,2.7,6.6,2443
Madhya Pradesh,Chhatarpur,Tur,Kharif,0.07,0.06,816
Madhya Pradesh,Chhatarpur,Tur,Total,0.07,0.06,816
Madhya Pradesh,Chhatarpur,Gram,Rabi,0.44,0.67,1503
Madhya Pradesh,Chhatarpur,Gram,Total,0.44,0.67,1503
Madhya Pradesh,Chhatarpur,Urad,Kharif,0.51,0.34,669
Madhya Pradesh,Chhatarpur,Urad,Summer,0,0,880
Madhya Pradesh,Chhatarpur,Urad,Total,0.52,0.35,671
Madhya Pradesh,Chhatarpur,Moong,Kharif,0.06,0.03,410
Madhya Pradesh,Chhatarpur,Moong,Summer,0.06,0.03,550
Madhya Pradesh,Chhatarpur,Moong,Total,0.12,0.06,479
Madhya Pradesh,Chhatarpur,Lentil,Rabi,0.13,0.1,760
Madhya Pradesh,Chhatarpur,Lentil,Total,0.13,0.1,760
Madhya Pradesh,Chhatarpur,Other Pulses,Rabi,0.33,0.26,799
Madhya Pradesh,Chhatarpur,Other Pulses,Total,0.33,0.26,799
Madhya Pradesh,Chhatarpur,Total Pulses,Total,1.62,1.49,925
Madhya Pradesh,Chhatarpur,Total Food Grains,Kharif,0.74,0.56,758
Madhya Pradesh,Chhatarpur,Total Food Grains,Rabi,3.51,7.5,2134
Madhya Pradesh,Chhatarpur,Total Food Grains,Summer,0.07,0.04,587
Madhya Pradesh,Chhatarpur,Total Food Grains,Total,4.32,8.1,1875
Madhya Pradesh,Chhindwara,Rice,Kharif,0.25,0.5,2041
Madhya Pradesh,Chhindwara,Rice,Rabi,0,0,2333
Madhya Pradesh,Chhindwara,Rice,Total,0.25,0.5,2041
Madhya Pradesh,Chhindwara,Wheat,Rabi,2.03,6.14,3028
Madhya Pradesh,Chhindwara,Wheat,Total,2.03,6.14,3028
Madhya Pradesh,Chhindwara,Maize,Kharif,3.35,11.16,3333
Madhya Pradesh,Chhindwara,Maize,Rabi,0.01,0.03,4198
Madhya Pradesh,Chhindwara,Maize,Summer,0.01,0.05,5098
Madhya Pradesh,Chhindwara,Maize,Total,3.36,11.23,3340
Madhya Pradesh,Chhindwara,Barley,Rabi,0,0,1840
Madhya Pradesh,Chhindwara,Barley,Total,0,0,1840
Madhya Pradesh,Chhindwara,Jowar,Kharif,0,0,1720
Madhya Pradesh,Chhindwara,Jowar,Total,0,0,1720
Madhya Pradesh,Chhindwara,Bajra,Kharif,0,0,1000
Madhya Pradesh,Chhindwara,Bajra,Total,0,0,1000
Madhya Pradesh,Chhindwara,Small Millets,Kharif,0.04,0.04,1010
Madhya Pradesh,Chhindwara,Small Millets,Total,0.04,0.04,1010
Madhya Pradesh,Chhindwara,Shree Anna /Nutri Cereals,Kharif,0.04,0.04,1041
Madhya Pradesh,Chhindwara,Shree Anna /Nutri Cereals,Total,0.04,0.04,1041
Madhya Pradesh,Chhindwara,Nutri/Coarse Cereals,Kharif,3.39,11.2,3307
Madhya Pradesh,Chhindwara,Nutri/Coarse Cereals,Rabi,0.01,0.03,4190
Madhya Pradesh,Chhindwara,Nutri/Coarse Cereals,Summer,0.01,0.05,5098
Madhya Pradesh,Chhindwara,Nutri/Coarse Cereals,Total,3.4,11.27,3313
Madhya Pradesh,Chhindwara,Cereals,Kharif,3.63,11.7,3221
Madhya Pradesh,Chhindwara,Cereals,Rabi,2.03,6.16,3031
Madhya Pradesh,Chhindwara,Cereals,Summer,0.01,0.05,5098
Madhya Pradesh,Chhindwara,Cereals,Total,5.68,17.91,3156
Madhya Pradesh,Chhindwara,Tur,Kharif,0.04,0.03,820
Madhya Pradesh,Chhindwara,Tur,Total,0.04,0.03,820
Madhya Pradesh,Chhindwara,Gram,Rabi,0.25,0.44,1766
Madhya Pradesh,Chhindwara,Gram,Total,0.25,0.44,1766
Madhya Pradesh,Chhindwara,Urad,Kharif,0.02,0.01,503
Madhya Pradesh,Chhindwara,Urad,Summer,0.02,0.02,1010
Madhya Pradesh,Chhindwara,Urad,Total,0.03,0.02,727
Madhya Pradesh,Chhindwara,Moong,Kharif,0,0,510
Madhya Pradesh,Chhindwara,Moong,Summer,0.18,0.15,850
Madhya Pradesh,Chhindwara,Moong,Total,0.18,0.15,846
Madhya Pradesh,Chhindwara,Lentil,Rabi,0.06,0.05,830
Madhya Pradesh,Chhindwara,Lentil,Total,0.06,0.05,830
Madhya Pradesh,Chhindwara,Other Pulses,Rabi,0.05,0.03,638
Madhya Pradesh,Chhindwara,Other Pulses,Total,0.05,0.03,638
Madhya Pradesh,Chhindwara,Total Pulses,Total,0.61,0.73,1192
Madhya Pradesh,Chhindwara,Total Food Grains,Kharif,3.69,11.74,3181
Madhya Pradesh,Chhindwara,Total Food Grains,Rabi,2.39,6.69,2793
Madhya Pradesh,Chhindwara,Total Food Grains,Summer,0.2,0.21,1053
Madhya Pradesh,Chhindwara,Total Food Grains,Total,6.29,18.65,2965
Madhya Pradesh,Damoh,Rice,Kharif,0.84,2.31,2750
Madhya Pradesh,Damoh,Rice,Total,0.84,2.31,2750
Madhya Pradesh,Damoh,Wheat,Rabi,1.38,3.79,2751
Madhya Pradesh,Damoh,Wheat,Total,1.38,3.79,2751
Madhya Pradesh,Damoh,Maize,Kharif,0.17,0.4,2371
Madhya Pradesh,Damoh,Maize,Rabi,0,0,2196
Madhya Pradesh,Damoh,Maize,Total,0.17,0.41,2371
Madhya Pradesh,Damoh,Barley,Rabi,0,0,1846
Madhya Pradesh,Damoh,Barley,Total,0,0,1846
Madhya Pradesh,Damoh,Jowar,Kharif,0,0,1935
Madhya Pradesh,Damoh,Jowar,Total,0,0,1935
Madhya Pradesh,Damoh,Bajra,Kharif,0,0,2000
Madhya Pradesh,Damoh,Bajra,Total,0,0,2000
Madhya Pradesh,Damoh,Small Millets,Kharif,0,0,563
Madhya Pradesh,Damoh,Small Millets,Total,0,0,563
Madhya Pradesh,Damoh,Shree Anna /Nutri Cereals,Kharif,0,0.01,1891
Madhya Pradesh,Damoh,Shree Anna /Nutri Cereals,Total,0,0.01,1891
Madhya Pradesh,Damoh,Nutri/Coarse Cereals,Kharif,0.17,0.41,2364
Madhya Pradesh,Damoh,Nutri/Coarse Cereals,Rabi,0,0,2170
Madhya Pradesh,Damoh,Nutri/Coarse Cereals,Total,0.17,0.41,2363
Madhya Pradesh,Damoh,Cereals,Kharif,1.01,2.72,2684
Madhya Pradesh,Damoh,Cereals,Rabi,1.38,3.79,2751
Madhya Pradesh,Damoh,Cereals,Total,2.39,6.51,2722
Madhya Pradesh,Damoh,Tur,Kharif,0.18,0.15,855
Madhya Pradesh,Damoh,Tur,Total,0.18,0.15,855
Madhya Pradesh,Damoh,Gram,Rabi,0.67,1.11,1656
Madhya Pradesh,Damoh,Gram,Total,0.67,1.11,1656
Madhya Pradesh,Damoh,Urad,Kharif,0.86,0.56,649
Madhya Pradesh,Damoh,Urad,Summer,0.04,0.05,1150
Madhya Pradesh,Damoh,Urad,Total,0.9,0.61,674
Madhya Pradesh,Damoh,Moong,Kharif,0.03,0.02,710
Madhya Pradesh,Damoh,Moong,Summer,0.45,0.42,928
Madhya Pradesh,Damoh,Moong,Total,0.48,0.44,914
Madhya Pradesh,Damoh,Lentil,Rabi,0.35,0.35,984
Madhya Pradesh,Damoh,Lentil,Total,0.35,0.35,984
Madhya Pradesh,Damoh,Other Pulses,Rabi,0.23,0.18,781
Madhya Pradesh,Damoh,Other Pulses,Total,0.23,0.18,781
Madhya Pradesh,Damoh,Total Pulses,Total,2.82,2.85,1007
Madhya Pradesh,Damoh,Total Food Grains,Kharif,2.08,3.45,1659
Madhya Pradesh,Damoh,Total Food Grains,Rabi,2.64,5.43,2060
Madhya Pradesh,Damoh,Total Food Grains,Summer,0.5,0.47,948
Madhya Pradesh,Damoh,Total Food Grains,Total,5.22,9.36,1794
Madhya Pradesh,Datia,Rice,Kharif,1,1.93,1924
Madhya Pradesh,Datia,Rice,Summer,0,0,2659
Madhya Pradesh,Datia,Rice,Total,1,1.93,1925
Madhya Pradesh,Datia,Wheat,Rabi,1.46,4.25,2907
Madhya Pradesh,Datia,Wheat,Total,1.46,4.25,2907
Madhya Pradesh,Datia,Maize,Kharif,0,0.01,2837
Madhya Pradesh,Datia,Maize,Rabi,0,0,3482
Madhya Pradesh,Datia,Maize,Summer,0,0,4170
Madhya Pradesh,Datia,Maize,Total,0,0.01,3102
Madhya Pradesh,Datia,Barley,Rabi,0,0.01,1563
Madhya Pradesh,Datia,Barley,Total,0,0.01,1563
Madhya Pradesh,Datia,Jowar,Kharif,0.04,0.06,1390
Madhya Pradesh,Datia,Jowar,Total,0.04,0.06,1390
Madhya Pradesh,Datia,Bajra,Kharif,0.03,0.05,2043
Madhya Pradesh,Datia,Bajra,Total,0.03,0.05,2043
Madhya Pradesh,Datia,Small Millets,Kharif,0,0,346
Madhya Pradesh,Datia,Small Millets,Total,0,0,346
Madhya Pradesh,Datia,Shree Anna /Nutri Cereals,Kharif,0.07,0.12,1632
Madhya Pradesh,Datia,Shree Anna /Nutri Cereals,Total,0.07,0.12,1632
Madhya Pradesh,Datia,Nutri/Coarse Cereals,Kharif,0.07,0.12,1668
Madhya Pradesh,Datia,Nutri/Coarse Cereals,Rabi,0,0.01,1617
Madhya Pradesh,Datia,Nutri/Coarse Cereals,Summer,0,0,4170
Madhya Pradesh,Datia,Nutri/Coarse Cereals,Total,0.08,0.13,1680
Madhya Pradesh,Datia,Cereals,Kharif,1.07,2.05,1906
Madhya Pradesh,Datia,Cereals,Rabi,1.47,4.26,2903
Madhya Pradesh,Datia,Cereals,Summer,0,0.01,3032
Madhya Pradesh,Datia,Cereals,Total,2.54,6.31,2482
Madhya Pradesh,Datia,Tur,Kharif,0,0,1001
Madhya Pradesh,Datia,Tur,Total,0,0,1001
Madhya Pradesh,Datia,Gram,Rabi,0.12,0.18,1570
Madhya Pradesh,Datia,Gram,Total,0.12,0.18,1570
Madhya Pradesh,Datia,Urad,Kharif,0.04,0.01,325
Madhya Pradesh,Datia,Urad,Summer,0,0,870
Madhya Pradesh,Datia,Urad,Total,0.04,0.01,327
Madhya Pradesh,Datia,Moong,Kharif,0.01,0.01,620
Madhya Pradesh,Datia,Moong,Summer,0.01,0,838
Madhya Pradesh,Datia,Moong,Total,0.01,0.01,698
Madhya Pradesh,Datia,Lentil,Rabi,0.01,0.01,939
Madhya Pradesh,Datia,Lentil,Total,0.01,0.01,939
Madhya Pradesh,Datia,Other Pulses,Rabi,0.02,0.02,1246
Madhya Pradesh,Datia,Other Pulses,Total,0.02,0.02,1246
Madhya Pradesh,Datia,Total Pulses,Total,0.2,0.24,1203
Madhya Pradesh,Datia,Total Food Grains,Kharif,1.12,2.07,1843
Madhya Pradesh,Datia,Total Food Grains,Rabi,1.62,4.48,2771
Madhya Pradesh,Datia,Total Food Grains,Summer,0.01,0.01,1434
Madhya Pradesh,Datia,Total Food Grains,Total,2.74,6.55,2388
Madhya Pradesh,Dewas,Rice,Kharif,0.01,0.01,1338
Madhya Pradesh,Dewas,Rice,Total,0.01,0.01,1338
Madhya Pradesh,Dewas,Wheat,Rabi,2.41,7.67,3187
Madhya Pradesh,Dewas,Wheat,Total,2.41,7.67,3187
Madhya Pradesh,Dewas,Maize,Kharif,0.26,0.52,2023
Madhya Pradesh,Dewas,Maize,Rabi,0.04,0.17,4155
Madhya Pradesh,Dewas,Maize,Summer,0,0.01,4395
Madhya Pradesh,Dewas,Maize,Total,0.3,0.7,2328
Madhya Pradesh,Dewas,Barley,Rabi,0,0,1660
Madhya Pradesh,Dewas,Barley,Total,0,0,1660
Madhya Pradesh,Dewas,Jowar,Kharif,0,0,1905
Madhya Pradesh,Dewas,Jowar,Total,0,0,1905
Madhya Pradesh,Dewas,Bajra,Kharif,0,0,1447
Madhya Pradesh,Dewas,Bajra,Total,0,0,1447
Madhya Pradesh,Dewas,Shree Anna /Nutri Cereals,Kharif,0,0,1822
Madhya Pradesh,Dewas,Shree Anna /Nutri Cereals,Total,0,0,1822
Madhya Pradesh,Dewas,Nutri/Coarse Cereals,Kharif,0.26,0.52,2021
Madhya Pradesh,Dewas,Nutri/Coarse Cereals,Rabi,0.04,0.17,4153
Madhya Pradesh,Dewas,Nutri/Coarse Cereals,Summer,0,0.01,4395
Madhya Pradesh,Dewas,Nutri/Coarse Cereals,Total,0.3,0.7,2323
Madhya Pradesh,Dewas,Cereals,Kharif,0.27,0.54,1999
Madhya Pradesh,Dewas,Cereals,Rabi,2.45,7.84,3203
Madhya Pradesh,Dewas,Cereals,Summer,0,0.01,4395
Madhya Pradesh,Dewas,Cereals,Total,2.72,8.39,3085
Madhya Pradesh,Dewas,Tur,Kharif,0.01,0.01,931
Madhya Pradesh,Dewas,Tur,Total,0.01,0.01,931
Madhya Pradesh,Dewas,Gram,Rabi,0.47,0.74,1560
Madhya Pradesh,Dewas,Gram,Total,0.47,0.74,1560
Madhya Pradesh,Dewas,Urad,Kharif,0,0,416
Madhya Pradesh,Dewas,Urad,Summer,0,0,710
Madhya Pradesh,Dewas,Urad,Total,0,0,480
Madhya Pradesh,Dewas,Moong,Kharif,0,0,354
Madhya Pradesh,Dewas,Moong,Summer,0.61,0.68,1108
Madhya Pradesh,Dewas,Moong,Total,0.61,0.68,1108
Madhya Pradesh,Dewas,Lentil,Rabi,0,0,810
Madhya Pradesh,Dewas,Lentil,Total,0,0,810
Madhya Pradesh,Dewas,Other Pulses,Rabi,0,0,830
Madhya Pradesh,Dewas,Other Pulses,Total,0,0,830
Madhya Pradesh,Dewas,Total Pulses,Total,1.1,1.43,1299
Madhya Pradesh,Dewas,Total Food Grains,Kharif,0.28,0.54,1968
Madhya Pradesh,Dewas,Total Food Grains,Rabi,2.93,8.58,2934
Madhya Pradesh,Dewas,Total Food Grains,Summer,0.62,0.69,1117
Madhya Pradesh,Dewas,Total Food Grains,Total,3.82,9.81,2571
Madhya Pradesh,Dhar,Rice,Kharif,0.01,0,859
Madhya Pradesh,Dhar,Rice,Rabi,0,0,1077
Madhya Pradesh,Dhar,Rice,Total,0.01,0,861
Madhya Pradesh,Dhar,Wheat,Rabi,2.61,9.03,3460
Madhya Pradesh,Dhar,Wheat,Total,2.61,9.03,3460
Madhya Pradesh,Dhar,Maize,Kharif,0.61,1.91,3131
Madhya Pradesh,Dhar,Maize,Rabi,0.29,0.97,3358
Madhya Pradesh,Dhar,Maize,Summer,0,0.01,4870
Madhya Pradesh,Dhar,Maize,Total,0.9,2.89,3209
Madhya Pradesh,Dhar,Jowar,Kharif,0.02,0.03,2020
Madhya Pradesh,Dhar,Jowar,Total,0.02,0.03,2020
Madhya Pradesh,Dhar,Bajra,Kharif,0.02,0.02,1247
Madhya Pradesh,Dhar,Bajra,Total,0.02,0.02,1247
Madhya Pradesh,Dhar,Small Millets,Kharif,0,0,610
Madhya Pradesh,Dhar,Small Millets,Total,0,0,610
Madhya Pradesh,Dhar,Shree Anna /Nutri Cereals,Kharif,0.04,0.06,1617
Madhya Pradesh,Dhar,Shree Anna /Nutri Cereals,Total,0.04,0.06,1617
Madhya Pradesh,Dhar,Nutri/Coarse Cereals,Kharif,0.64,1.96,3049
Madhya Pradesh,Dhar,Nutri/Coarse Cereals,Rabi,0.29,0.97,3358
Madhya Pradesh,Dhar,Nutri/Coarse Cereals,Summer,0,0.01,4870
Madhya Pradesh,Dhar,Nutri/Coarse Cereals,Total,0.94,2.95,3149
Madhya Pradesh,Dhar,Cereals,Kharif,0.65,1.97,3031
Madhya Pradesh,Dhar,Cereals,Rabi,2.9,10.01,3450
Madhya Pradesh,Dhar,Cereals,Summer,0,0.01,4870
Madhya Pradesh,Dhar,Cereals,Total,3.55,11.99,3374
Madhya Pradesh,Dhar,Tur,Kharif,0.01,0.01,1065
Madhya Pradesh,Dhar,Tur,Total,0.01,0.01,1065
Madhya Pradesh,Dhar,Gram,Rabi,0.65,0.91,1406
Madhya Pradesh,Dhar,Gram,Total,0.65,0.91,1406
Madhya Pradesh,Dhar,Urad,Kharif,0,0,714
Madhya Pradesh,Dhar,Urad,Summer,0,0,0
Madhya Pradesh,Dhar,Urad,Total,0,0,702
Madhya Pradesh,Dhar,Moong,Kharif,0.01,0.01,560
Madhya Pradesh,Dhar,Moong,Summer,0.04,0.03,782
Madhya Pradesh,Dhar,Moong,Total,0.05,0.04,726
Madhya Pradesh,Dhar,Lentil,Rabi,0,,
Madhya Pradesh,Dhar,Lentil,Total,0,,
Madhya Pradesh,Dhar,Other Pulses,Rabi,0.02,0.02,714
Madhya Pradesh,Dhar,Other Pulses,Total,0.02,0.02,714
Madhya Pradesh,Dhar,Total Pulses,Total,0.72,0.97,1333
Madhya Pradesh,Dhar,Total Food Grains,Kharif,0.67,1.98,2959
Madhya Pradesh,Dhar,Total Food Grains,Rabi,3.57,10.93,3063
Madhya Pradesh,Dhar,Total Food Grains,Summer,0.04,0.04,1034
Madhya Pradesh,Dhar,Total Food Grains,Total,4.28,12.95,3028
Madhya Pradesh,Dindori,Rice,Kharif,1.32,2.25,1708
Madhya Pradesh,Dindori,Rice,Total,1.32,2.25,1708
Madhya Pradesh,Dindori,Wheat,Rabi,0.33,0.61,1831
Madhya Pradesh,Dindori,Wheat,Total,0.33,0.61,1831
Madhya Pradesh,Dindori,Maize,Kharif,0.18,0.44,2507
Madhya Pradesh,Dindori,Maize,Rabi,0,0,2555
Madhya Pradesh,Dindori,Maize,Total,0.18,0.44,2507
Madhya Pradesh,Dindori,Jowar,Kharif,0,0,1267
Madhya Pradesh,Dindori,Jowar,Total,0,0,1267
Madhya Pradesh,Dindori,Bajra,Kharif,0,0,1000
Madhya Pradesh,Dindori,Bajra,Total,0,0,1000
Madhya Pradesh,Dindori,Small Millets,Kharif,0.19,0.19,995
Madhya Pradesh,Dindori,Small Millets,Total,0.19,0.19,995
Madhya Pradesh,Dindori,Shree Anna /Nutri Cereals,Kharif,0.19,0.19,995
Madhya Pradesh,Dindori,Shree Anna /Nutri Cereals,Total,0.19,0.19,995
Madhya Pradesh,Dindori,Nutri/Coarse Cereals,Kharif,0.37,0.63,1720
Madhya Pradesh,Dindori,Nutri/Coarse Cereals,Rabi,0,0,2555
Madhya Pradesh,Dindori,Nutri/Coarse Cereals,Total,0.37,0.63,1721
Madhya Pradesh,Dindori,Cereals,Kharif,1.68,2.88,1711
Madhya Pradesh,Dindori,Cereals,Rabi,0.33,0.61,1831
Madhya Pradesh,Dindori,Cereals,Total,2.02,3.49,1730
Madhya Pradesh,Dindori,Tur,Kharif,0.01,0.01,605
Madhya Pradesh,Dindori,Tur,Total,0.01,0.01,605
Madhya Pradesh,Dindori,Gram,Rabi,0.06,0.07,1148
Madhya Pradesh,Dindori,Gram,Total,0.06,0.07,1148
